ID,Movie_Name,Movie_Score,Review_Count,Movie_Star_Distribution,Collect_Date,Username,Post_Date,Score,User_Comment,User_Comment_Distribution,Comment_Like_Count,Movie_Tags
0,"1988年的妮可 Nico, 1988",7.5,565,15.2%48.2%32.3%3.4%0.8%,2019-10-05,尾黑,2018-06-23,3,成本低廉的PPT电影，用Nico生命中最后一年发生的事给Nico的歌配上情节，倒不算尴尬。女猪演得不错，在电影中非常少见的中老年女摇滚艺人形象，不念惜过往不落魄潦倒观众再少也不挑在居民楼的草台场子也能煽动蹦哒，坦然接受衰老变丑接受对遗弃儿子的后悔但小破巡演的宅斗奸情该搞还是得搞,66%31%3%,4,"['音乐', '电影', '儿子', '丝绒', '人物', '传记', '传记片', '歌声', '巅峰', '人生', '经历', '故事', '电影节', '女主', '女人', '低谷', '幻觉', '光明节', '感觉', '影片']"
1,"1988年的妮可 Nico, 1988",7.5,565,15.2%48.2%32.3%3.4%0.8%,2019-10-05,大奇特(Grinch),2018-06-28,3,传记片能做到半真半假的真实，就成功一半了，然后就是走进人物的内心世界。这部影片做到了纪录片般的真实。,66%31%3%,4,"['音乐', '电影', '儿子', '丝绒', '人物', '传记', '传记片', '歌声', '巅峰', '人生', '经历', '故事', '电影节', '女主', '女人', '低谷', '幻觉', '光明节', '感觉', '影片']"
2,"1988年的妮可 Nico, 1988",7.5,565,15.2%48.2%32.3%3.4%0.8%,2019-10-05,西楼尘,2018-07-01,3,意大利房东记得他的嚣张，岔开大腿抽着烟说，我的计划是成为优雅的老女人。总念错名字的劳拉记得她的黯然，在病床前问起你有孩子吗，没有的话你真幸运。犹太经纪人记得她的洒脱，他们约定从伊维萨回来就录新专辑。妮可举着话筒，录下生命嚣张又黯然的声音，洒脱逃离布拉格人生舞台，死在光明节烛光中。,66%31%3%,2,"['音乐', '电影', '儿子', '丝绒', '人物', '传记', '传记片', '歌声', '巅峰', '人生', '经历', '故事', '电影节', '女主', '女人', '低谷', '幻觉', '光明节', '感觉', '影片']"
3,"1988年的妮可 Nico, 1988",7.5,565,15.2%48.2%32.3%3.4%0.8%,2019-10-05,张晚禾,2018-06-28,3,意大利电影周开幕片,66%31%3%,0,"['音乐', '电影', '儿子', '丝绒', '人物', '传记', '传记片', '歌声', '巅峰', '人生', '经历', '故事', '电影节', '女主', '女人', '低谷', '幻觉', '光明节', '感觉', '影片']"
4,"1988年的妮可 Nico, 1988",7.5,565,15.2%48.2%32.3%3.4%0.8%,2019-10-05,汪金卫,2018-06-29,3,【中国电影资料馆展映】歌星Nico的最后三年，青春不再，人气不再，衰老暴躁，在漂泊不定的巡回演唱、吸毒、与儿子修复关系中度过。在共产主义的布拉格高歌一曲是全片亮点。女主演得不错，但除了迷幻闪回，整体更像流水账。三颗星全给Nico的歌。片尾一曲《My Only Child》震撼人心,66%31%3%,1,"['音乐', '电影', '儿子', '丝绒', '人物', '传记', '传记片', '歌声', '巅峰', '人生', '经历', '故事', '电影节', '女主', '女人', '低谷', '幻觉', '光明节', '感觉', '影片']"
5,"1988年的妮可 Nico, 1988",7.5,565,15.2%48.2%32.3%3.4%0.8%,2019-10-05,seabisuit,2018-06-29,3,我曾到达巅峰也跌落过谷底发现都是空空如也，当摇滚少女变成毒瘾大妈，唯有那颗躁动的心能维持了，丹麦女星也是这样，表演很打动人。闪回和幻觉段落很迷醉辉煌的时刻，东欧裂变之前进入恐怖阴森的共产捷克。资料馆威尼斯影展开幕式。,66%31%3%,0,"['音乐', '电影', '儿子', '丝绒', '人物', '传记', '传记片', '歌声', '巅峰', '人生', '经历', '故事', '电影节', '女主', '女人', '低谷', '幻觉', '光明节', '感觉', '影片']"
6,"1988年的妮可 Nico, 1988",7.5,565,15.2%48.2%32.3%3.4%0.8%,2019-10-05,Lycidas,2018-07-16,3,很好奇，她在东欧旷野里因为戒断反应呕吐不止的时候，是不是也会回忆起年轻时那么多光芒四射名动天下的恋人们？还是真的如她所说，全都不在乎了。,66%31%3%,0,"['音乐', '电影', '儿子', '丝绒', '人物', '传记', '传记片', '歌声', '巅峰', '人生', '经历', '故事', '电影节', '女主', '女人', '低谷', '幻觉', '光明节', '感觉', '影片']"
7,"1988年的妮可 Nico, 1988",7.5,565,15.2%48.2%32.3%3.4%0.8%,2019-10-05,科克托马斯,2018-06-28,3,6.28 毕业看片，找工作苦涩,66%31%3%,1,"['音乐', '电影', '儿子', '丝绒', '人物', '传记', '传记片', '歌声', '巅峰', '人生', '经历', '故事', '电影节', '女主', '女人', '低谷', '幻觉', '光明节', '感觉', '影片']"
8,"1988年的妮可 Nico, 1988",7.5,565,15.2%48.2%32.3%3.4%0.8%,2019-10-05,美卡 mecca,2018-07-17,3,7/14@电博意大利影展 7。The struggling single mother musician on her last tour. 罗马尼亚光明节如谶一瞥。捷克快闪。Emptiness and Nibelungen Land。最终到达的地方。细腻、仿真、摄影与录音均可圈点。,66%31%3%,0,"['音乐', '电影', '儿子', '丝绒', '人物', '传记', '传记片', '歌声', '巅峰', '人生', '经历', '故事', '电影节', '女主', '女人', '低谷', '幻觉', '光明节', '感觉', '影片']"
9,"1988年的妮可 Nico, 1988",7.5,565,15.2%48.2%32.3%3.4%0.8%,2019-10-05,脱,2019-07-31,3,片名还是要叫妮可，就足以消解所有反思和深情。,66%31%3%,0,"['音乐', '电影', '儿子', '丝绒', '人物', '传记', '传记片', '歌声', '巅峰', '人生', '经历', '故事', '电影节', '女主', '女人', '低谷', '幻觉', '光明节', '感觉', '影片']"
10,"1988年的妮可 Nico, 1988",7.5,565,15.2%48.2%32.3%3.4%0.8%,2019-10-05,华盛顿樱桃树,2018-06-28,3,制作粗糙的学生毕业作品也就这样了吧？故事更是随意的东一下西一下。年份叙述毫无节奏感。我认为从头到尾的每一分钟都很糟糕。,66%31%3%,0,"['音乐', '电影', '儿子', '丝绒', '人物', '传记', '传记片', '歌声', '巅峰', '人生', '经历', '故事', '电影节', '女主', '女人', '低谷', '幻觉', '光明节', '感觉', '影片']"
11,"1988年的妮可 Nico, 1988",7.5,565,15.2%48.2%32.3%3.4%0.8%,2019-10-05,LEのn个晴天,2018-06-28,3,"“我的内心是如此的空虚，但是我的歌曲里，满是对你的爱”
“我到过顶峰，也到过低谷，全都是空空如也。”
威尼斯节精粹展映，意大利影展开幕影片。",66%31%3%,0,"['音乐', '电影', '儿子', '丝绒', '人物', '传记', '传记片', '歌声', '巅峰', '人生', '经历', '故事', '电影节', '女主', '女人', '低谷', '幻觉', '光明节', '感觉', '影片']"
12,"1988年的妮可 Nico, 1988",7.5,565,15.2%48.2%32.3%3.4%0.8%,2019-10-05,Captain_C,2018-06-21,3,#siff21# 音乐响起时，才是最真实的Christa。地下演出的那一场，癫狂放纵，随性自由，是经历一生坎坷的呐喊，感染力十足。,66%31%3%,2,"['音乐', '电影', '儿子', '丝绒', '人物', '传记', '传记片', '歌声', '巅峰', '人生', '经历', '故事', '电影节', '女主', '女人', '低谷', '幻觉', '光明节', '感觉', '影片']"
13,"1988年的妮可 Nico, 1988",7.5,565,15.2%48.2%32.3%3.4%0.8%,2019-10-05,LeonBible,2018-07-14,3,2018106 电博。原来是与菲利普加瑞尔合作《内心的伤痕》的Nico传记。整片以一种缓慢甚至于笨拙的姿态讲述Nico逝世前的生活状态，故事节奏显得沉闷而无趣。,66%31%3%,0,"['音乐', '电影', '儿子', '丝绒', '人物', '传记', '传记片', '歌声', '巅峰', '人生', '经历', '故事', '电影节', '女主', '女人', '低谷', '幻觉', '光明节', '感觉', '影片']"
14,"1988年的妮可 Nico, 1988",7.5,565,15.2%48.2%32.3%3.4%0.8%,2019-10-05,不是异,2018-07-07,3,The morning is small，the evening is tall.尼伯龙根、空空如也、留在身后。,66%31%3%,1,"['音乐', '电影', '儿子', '丝绒', '人物', '传记', '传记片', '歌声', '巅峰', '人生', '经历', '故事', '电影节', '女主', '女人', '低谷', '幻觉', '光明节', '感觉', '影片']"
15,"1988年的妮可 Nico, 1988",7.5,565,15.2%48.2%32.3%3.4%0.8%,2019-10-05,大 蜹 蜹,2018-08-05,3,太用力了。。,66%31%3%,0,"['音乐', '电影', '儿子', '丝绒', '人物', '传记', '传记片', '歌声', '巅峰', '人生', '经历', '故事', '电影节', '女主', '女人', '低谷', '幻觉', '光明节', '感觉', '影片']"
16,"1988年的妮可 Nico, 1988",7.5,565,15.2%48.2%32.3%3.4%0.8%,2019-10-05,凤瞳,2019-09-04,3,第74届威尼斯电影节地平线单元最佳影片 被仰望的传奇 巅峰过后的自我,66%31%3%,0,"['音乐', '电影', '儿子', '丝绒', '人物', '传记', '传记片', '歌声', '巅峰', '人生', '经历', '故事', '电影节', '女主', '女人', '低谷', '幻觉', '光明节', '感觉', '影片']"
17,"1988年的妮可 Nico, 1988",7.5,565,15.2%48.2%32.3%3.4%0.8%,2019-10-05,五月和七月,2018-06-28,3,"其实演的很不错，就是还是会出戏，毕竟容颜不是那么相似……
不停闪回的片段倒是让人有些联接，布拉格的那出非法演唱会很赞，还有一直在身边的录音设备。",66%31%3%,0,"['音乐', '电影', '儿子', '丝绒', '人物', '传记', '传记片', '歌声', '巅峰', '人生', '经历', '故事', '电影节', '女主', '女人', '低谷', '幻觉', '光明节', '感觉', '影片']"
18,"1988年的妮可 Nico, 1988",7.5,565,15.2%48.2%32.3%3.4%0.8%,2019-10-05,本位,2018-07-14,3,我也不知道这算不算是音乐类传记片在编剧上比较容易出现的顺拐，不太喜欢这种把所有人物情绪变化都要糅入最近的一场演唱中的做法，这样的处理出现次数多了后会让我觉得是有些过于刻意的联系。,66%31%3%,1,"['音乐', '电影', '儿子', '丝绒', '人物', '传记', '传记片', '歌声', '巅峰', '人生', '经历', '故事', '电影节', '女主', '女人', '低谷', '幻觉', '光明节', '感觉', '影片']"
19,"1988年的妮可 Nico, 1988",7.5,565,15.2%48.2%32.3%3.4%0.8%,2019-10-05,akasa|呆,2018-06-16,3,Young people are boring/But the world belongs to them/Do you really believe it/No/赶紧回去听solo Don't call me Nico call me by my real name ,66%31%3%,2,"['音乐', '电影', '儿子', '丝绒', '人物', '传记', '传记片', '歌声', '巅峰', '人生', '经历', '故事', '电影节', '女主', '女人', '低谷', '幻觉', '光明节', '感觉', '影片']"
20,"1988年的妮可 Nico, 1988",7.5,565,15.2%48.2%32.3%3.4%0.8%,2019-10-05,Jacqueline,2018-07-16,3,我到过顶峰也到过谷底，都空空如也。我一直在找一种声音。,66%31%3%,0,"['音乐', '电影', '儿子', '丝绒', '人物', '传记', '传记片', '歌声', '巅峰', '人生', '经历', '故事', '电影节', '女主', '女人', '低谷', '幻觉', '光明节', '感觉', '影片']"
21,"1988年的妮可 Nico, 1988",7.5,565,15.2%48.2%32.3%3.4%0.8%,2019-10-05,chushizhang,2018-08-17,3,cinematography多有出彩之处，但无论是角色还是演员的问题或是有意为之，被设定为经历过风浪的Nico行为像一只草原上的动物，情感虽然不能说不丰沛，但动机模糊，思维单线条。其他角色的单薄更是雪上加霜。,66%31%3%,0,"['音乐', '电影', '儿子', '丝绒', '人物', '传记', '传记片', '歌声', '巅峰', '人生', '经历', '故事', '电影节', '女主', '女人', '低谷', '幻觉', '光明节', '感觉', '影片']"
22,"1988年的妮可 Nico, 1988",7.5,565,15.2%48.2%32.3%3.4%0.8%,2019-10-05,INFITHELLs,2018-06-21,3,SIFF2018…7/10 看來是真樂迷了，視角沒能嚴守、敘事邏輯或缺都不成問題⋯⋯橫移鏡頭下的明日派對就夠哭的了。I’ll have it hideous as life it is…,66%31%3%,0,"['音乐', '电影', '儿子', '丝绒', '人物', '传记', '传记片', '歌声', '巅峰', '人生', '经历', '故事', '电影节', '女主', '女人', '低谷', '幻觉', '光明节', '感觉', '影片']"
23,"1988年的妮可 Nico, 1988",7.5,565,15.2%48.2%32.3%3.4%0.8%,2019-10-05,王哈哈,2018-06-28,3,"其实这个导演是有感觉的，某些片段颇有味道，也确实对人物内心有不少挖掘。不过人物转变有些突兀，感觉是完全没铺垫够就被时间强行转变了。
随身携带的录音器是个很好的线索，应当有更多着墨和阐释的。
虽不成熟，但有感觉总比没感觉好，好好打磨剧本，熟练导演技巧，应该会有更好的作品。",66%31%3%,0,"['音乐', '电影', '儿子', '丝绒', '人物', '传记', '传记片', '歌声', '巅峰', '人生', '经历', '故事', '电影节', '女主', '女人', '低谷', '幻觉', '光明节', '感觉', '影片']"
24,"1988年的妮可 Nico, 1988",7.5,565,15.2%48.2%32.3%3.4%0.8%,2019-10-05,James Brown,2017-08-31,3,对Nico的印象之来自地下丝绒和切尔西女孩，不过这电影是Nico的传记吗？明明就是Christa。,66%31%3%,1,"['音乐', '电影', '儿子', '丝绒', '人物', '传记', '传记片', '歌声', '巅峰', '人生', '经历', '故事', '电影节', '女主', '女人', '低谷', '幻觉', '光明节', '感觉', '影片']"
25,"1988年的妮可 Nico, 1988",7.5,565,15.2%48.2%32.3%3.4%0.8%,2019-10-05,在胳肢窝跳舞,2018-06-29,3,从来没接触过地下丝绒和Nico，女主角的演绎很动人，影片比较普通吧。。。。,66%31%3%,0,"['音乐', '电影', '儿子', '丝绒', '人物', '传记', '传记片', '歌声', '巅峰', '人生', '经历', '故事', '电影节', '女主', '女人', '低谷', '幻觉', '光明节', '感觉', '影片']"
26,"1988年的妮可 Nico, 1988",7.5,565,15.2%48.2%32.3%3.4%0.8%,2019-10-05,宁二狗,2018-07-14,3,等我从伊维萨回来我就停止做音乐。1988妮可死于伊维萨。,66%31%3%,0,"['音乐', '电影', '儿子', '丝绒', '人物', '传记', '传记片', '歌声', '巅峰', '人生', '经历', '故事', '电影节', '女主', '女人', '低谷', '幻觉', '光明节', '感觉', '影片']"
27,"1988年的妮可 Nico, 1988",7.5,565,15.2%48.2%32.3%3.4%0.8%,2019-10-05,深邃,2018-07-14,3,刚现场听完John Cale就来看这片，做人呐到了巅峰以后要做的就是怎么摆脱这个巅峰的阴影了吧。,66%31%3%,0,"['音乐', '电影', '儿子', '丝绒', '人物', '传记', '传记片', '歌声', '巅峰', '人生', '经历', '故事', '电影节', '女主', '女人', '低谷', '幻觉', '光明节', '感觉', '影片']"
28,"1988年的妮可 Nico, 1988",7.5,565,15.2%48.2%32.3%3.4%0.8%,2019-10-05,Philia的青猫,2018-06-21,3,Siff第四场。每次都靠当年纪录片段和安迪沃霍尔的闪回回血。乐队巡演真的是一件很复杂的事情。当年的Nico做回自己，拿着录音设备采样很动人。其他没有了。,66%31%3%,1,"['音乐', '电影', '儿子', '丝绒', '人物', '传记', '传记片', '歌声', '巅峰', '人生', '经历', '故事', '电影节', '女主', '女人', '低谷', '幻觉', '光明节', '感觉', '影片']"
29,"1988年的妮可 Nico, 1988",7.5,565,15.2%48.2%32.3%3.4%0.8%,2019-10-05,李草木,2018-06-24,3,和女性小伙伴看完一致认为“贵圈真乱”，不到10人的男男女女排列组合真的会尴尬，唯一的好处是省些房费(歪果仁出差不拼房)。迟到5分钟，看得有点费力，他们难道3年都在巡演路上？喜欢逃离布拉格那段,66%31%3%,0,"['音乐', '电影', '儿子', '丝绒', '人物', '传记', '传记片', '歌声', '巅峰', '人生', '经历', '故事', '电影节', '女主', '女人', '低谷', '幻觉', '光明节', '感觉', '影片']"
30,"1988年的妮可 Nico, 1988",7.5,565,15.2%48.2%32.3%3.4%0.8%,2019-10-05,宋人玫瑰,2018-08-10,3,上海电影节观影之一,66%31%3%,0,"['音乐', '电影', '儿子', '丝绒', '人物', '传记', '传记片', '歌声', '巅峰', '人生', '经历', '故事', '电影节', '女主', '女人', '低谷', '幻觉', '光明节', '感觉', '影片']"
31,"1988年的妮可 Nico, 1988",7.5,565,15.2%48.2%32.3%3.4%0.8%,2019-10-05,嗝,2018-07-07,3,我想成为一个优雅的老女人,66%31%3%,0,"['音乐', '电影', '儿子', '丝绒', '人物', '传记', '传记片', '歌声', '巅峰', '人生', '经历', '故事', '电影节', '女主', '女人', '低谷', '幻觉', '光明节', '感觉', '影片']"
32,"1988年的妮可 Nico, 1988",7.5,565,15.2%48.2%32.3%3.4%0.8%,2019-10-05,盛夏瞬噬,2018-06-28,3,反正就是无论经历过什么高潮低谷到头来都只是一片虚无吧……,66%31%3%,0,"['音乐', '电影', '儿子', '丝绒', '人物', '传记', '传记片', '歌声', '巅峰', '人生', '经历', '故事', '电影节', '女主', '女人', '低谷', '幻觉', '光明节', '感觉', '影片']"
33,"1988年的妮可 Nico, 1988",7.5,565,15.2%48.2%32.3%3.4%0.8%,2019-10-05,小R酱,2018-06-30,3,昏昏欲睡…只有音乐能听。,66%31%3%,0,"['音乐', '电影', '儿子', '丝绒', '人物', '传记', '传记片', '歌声', '巅峰', '人生', '经历', '故事', '电影节', '女主', '女人', '低谷', '幻觉', '光明节', '感觉', '影片']"
34,"1988年的妮可 Nico, 1988",7.5,565,15.2%48.2%32.3%3.4%0.8%,2019-10-05,小青龙,2018-06-29,3,女主长相好像我的一个老师啊……,66%31%3%,0,"['音乐', '电影', '儿子', '丝绒', '人物', '传记', '传记片', '歌声', '巅峰', '人生', '经历', '故事', '电影节', '女主', '女人', '低谷', '幻觉', '光明节', '感觉', '影片']"
35,"1988年的妮可 Nico, 1988",7.5,565,15.2%48.2%32.3%3.4%0.8%,2019-10-05,边渡,2018-08-27,3,"#2018ONEIWFF#为了敲好字幕看了无数遍的电影，熟悉到演员的每一次大喘气都能记得哈哈～
“我到过顶峰 也遇过低谷 都是空空如也” 从柏林大轰炸到东欧剧变前的柏林墙倒塌 历史记忆背景下的个人经历 可以说是这样独特的历史背景造就了这样独一无二的Niko 女主角演的很棒 音乐真的完美 片子也真的丧",66%31%3%,0,"['音乐', '电影', '儿子', '丝绒', '人物', '传记', '传记片', '歌声', '巅峰', '人生', '经历', '故事', '电影节', '女主', '女人', '低谷', '幻觉', '光明节', '感觉', '影片']"
36,"1988年的妮可 Nico, 1988",7.5,565,15.2%48.2%32.3%3.4%0.8%,2019-10-05,林克不在場,2018-06-17,3,朋友赠票，原来是Chelsea girl ，nico的去世前两年的故事，my heart is empty ,66%31%3%,0,"['音乐', '电影', '儿子', '丝绒', '人物', '传记', '传记片', '歌声', '巅峰', '人生', '经历', '故事', '电影节', '女主', '女人', '低谷', '幻觉', '光明节', '感觉', '影片']"
37,"1988年的妮可 Nico, 1988",7.5,565,15.2%48.2%32.3%3.4%0.8%,2019-10-05,树,2018-06-28,3,我第一次认识Chelsea girls和大香蕉外的她 “The greatest thing you’ve learnt is just to love and to be loved in return.”,66%31%3%,0,"['音乐', '电影', '儿子', '丝绒', '人物', '传记', '传记片', '歌声', '巅峰', '人生', '经历', '故事', '电影节', '女主', '女人', '低谷', '幻觉', '光明节', '感觉', '影片']"
38,"1988年的妮可 Nico, 1988",7.5,565,15.2%48.2%32.3%3.4%0.8%,2019-10-05,青原,2018-06-29,3,女主角的表演可圈可点，不错的新作品。,66%31%3%,0,"['音乐', '电影', '儿子', '丝绒', '人物', '传记', '传记片', '歌声', '巅峰', '人生', '经历', '故事', '电影节', '女主', '女人', '低谷', '幻觉', '光明节', '感觉', '影片']"
39,"1988年的妮可 Nico, 1988",7.5,565,15.2%48.2%32.3%3.4%0.8%,2019-10-05,猴子,2018-06-24,3,女主演的不错啊，尤其几场现场演出的戏,66%31%3%,0,"['音乐', '电影', '儿子', '丝绒', '人物', '传记', '传记片', '歌声', '巅峰', '人生', '经历', '故事', '电影节', '女主', '女人', '低谷', '幻觉', '光明节', '感觉', '影片']"
40,"1988年的妮可 Nico, 1988",7.5,565,15.2%48.2%32.3%3.4%0.8%,2019-10-05,福搻瓝,2018-07-07,3,传奇人生中的痛快、绝望与瘙痒。一切是因为“柏林在燃烧”吗？,66%31%3%,0,"['音乐', '电影', '儿子', '丝绒', '人物', '传记', '传记片', '歌声', '巅峰', '人生', '经历', '故事', '电影节', '女主', '女人', '低谷', '幻觉', '光明节', '感觉', '影片']"
41,"1988年的妮可 Nico, 1988",7.5,565,15.2%48.2%32.3%3.4%0.8%,2019-10-05,入川,2019-08-31,3,海航飞机上分两次看完，混乱的生活，唏嘘的职业生涯，真挚、才华也没看到多少。,66%31%3%,0,"['音乐', '电影', '儿子', '丝绒', '人物', '传记', '传记片', '歌声', '巅峰', '人生', '经历', '故事', '电影节', '女主', '女人', '低谷', '幻觉', '光明节', '感觉', '影片']"
42,"1988年的妮可 Nico, 1988",7.5,565,15.2%48.2%32.3%3.4%0.8%,2019-10-05,Lan0131,2018-06-22,3,不想去评价这部片子，但收获一首歌和一个悲情人物的故事,66%31%3%,0,"['音乐', '电影', '儿子', '丝绒', '人物', '传记', '传记片', '歌声', '巅峰', '人生', '经历', '故事', '电影节', '女主', '女人', '低谷', '幻觉', '光明节', '感觉', '影片']"
43,"1988年的妮可 Nico, 1988",7.5,565,15.2%48.2%32.3%3.4%0.8%,2019-10-05,Nebula,2019-06-28,3,年轻貌美+一些才华+坏脾气，也许会得到包容，那点败坏的品性甚至还得以“魅力”之美名，对其美貌与才华陶醉的人会为之着迷；年老色衰+衰减的才华+坏脾气，丑陋的内在显得特别突出。总之，既然要变老的话，还是要做一个平和的elegant old lady吧，衰老与年轻人的愤怒之混合看起来如此蠢顿,66%31%3%,0,"['音乐', '电影', '儿子', '丝绒', '人物', '传记', '传记片', '歌声', '巅峰', '人生', '经历', '故事', '电影节', '女主', '女人', '低谷', '幻觉', '光明节', '感觉', '影片']"
44,"1988年的妮可 Nico, 1988",7.5,565,15.2%48.2%32.3%3.4%0.8%,2019-10-05,psyche_wing,2019-07-27,3,"每个人心里都有一个声音一个画面属于童年，却再也找不到的。Nico寻找的是the sound of defeat, 她记住的儿子的童年是花园草地上的乌龟，我心里的是夏日躺在平顶露台竹床上再未见过的满天繁星。//The greatest thing you’ll ever learn is to love and be loved in return.",66%31%3%,0,"['音乐', '电影', '儿子', '丝绒', '人物', '传记', '传记片', '歌声', '巅峰', '人生', '经历', '故事', '电影节', '女主', '女人', '低谷', '幻觉', '光明节', '感觉', '影片']"
45,"1988年的妮可 Nico, 1988",7.5,565,15.2%48.2%32.3%3.4%0.8%,2019-10-05,muma,2019-03-18,3,歌声厚重 为何要跟房东订婚？,66%31%3%,0,"['音乐', '电影', '儿子', '丝绒', '人物', '传记', '传记片', '歌声', '巅峰', '人生', '经历', '故事', '电影节', '女主', '女人', '低谷', '幻觉', '光明节', '感觉', '影片']"
46,"1988年的妮可 Nico, 1988",7.5,565,15.2%48.2%32.3%3.4%0.8%,2019-10-05,majia,2018-04-28,3,nico最后一年巡演生活 最好死于过量海洛因 在当时共产主义布拉格没有嗑药的演出反而是最佳,66%31%3%,1,"['音乐', '电影', '儿子', '丝绒', '人物', '传记', '传记片', '歌声', '巅峰', '人生', '经历', '故事', '电影节', '女主', '女人', '低谷', '幻觉', '光明节', '感觉', '影片']"
47,"1988年的妮可 Nico, 1988",7.5,565,15.2%48.2%32.3%3.4%0.8%,2019-10-05,Mmmsuperjune,2018-06-23,3,毒品 海洛因 幻觉 爱情和亲情,66%31%3%,0,"['音乐', '电影', '儿子', '丝绒', '人物', '传记', '传记片', '歌声', '巅峰', '人生', '经历', '故事', '电影节', '女主', '女人', '低谷', '幻觉', '光明节', '感觉', '影片']"
48,"1988年的妮可 Nico, 1988",7.5,565,15.2%48.2%32.3%3.4%0.8%,2019-10-05,注销了,2019-07-31,3,作为传记类电影描述了尼可传奇的一生,66%31%3%,0,"['音乐', '电影', '儿子', '丝绒', '人物', '传记', '传记片', '歌声', '巅峰', '人生', '经历', '故事', '电影节', '女主', '女人', '低谷', '幻觉', '光明节', '感觉', '影片']"
49,"1988年的妮可 Nico, 1988",7.5,565,15.2%48.2%32.3%3.4%0.8%,2019-10-05,craigga,2018-05-26,1,[1.0/5.0] 幹居然不是記錄片，幹這個演 Nico 演 Trine Dyrholm 的超醜的，一直希望她趕快去死一死。Nico 跟亞蘭德倫生的兒子 Ari 頭上好大一顆痣。,66%31%3%,1,"['音乐', '电影', '儿子', '丝绒', '人物', '传记', '传记片', '歌声', '巅峰', '人生', '经历', '故事', '电影节', '女主', '女人', '低谷', '幻觉', '光明节', '感觉', '影片']"
50,"1988年的妮可 Nico, 1988",7.5,565,15.2%48.2%32.3%3.4%0.8%,2019-10-05,你猜我是谁,2018-06-30,2,影片就像一场鬼撞墙的公路电影，不停地造访，不停地离开，不停地嗑药，不停地平庸下去。去年电影节是《索多玛120天的幕后事》，今年是《1988》，都是站在伟人的肩膀上把人骗进来的过度包装，即便秘密警察风靡东欧街道，真正的妮可依然蹦跶广场的勇气，也不足以支撑这部平庸之作。,66%31%3%,0,"['音乐', '电影', '儿子', '丝绒', '人物', '传记', '传记片', '歌声', '巅峰', '人生', '经历', '故事', '电影节', '女主', '女人', '低谷', '幻觉', '光明节', '感觉', '影片']"
51,"1988年的妮可 Nico, 1988",7.5,565,15.2%48.2%32.3%3.4%0.8%,2019-10-05,Nn,2018-06-05,1,難看到生氣，拍攝質感很差，每個演員都很煩，找人扮演Nico本身就是錯誤。,66%31%3%,1,"['音乐', '电影', '儿子', '丝绒', '人物', '传记', '传记片', '歌声', '巅峰', '人生', '经历', '故事', '电影节', '女主', '女人', '低谷', '幻觉', '光明节', '感觉', '影片']"
52,"1988年的妮可 Nico, 1988",7.5,565,15.2%48.2%32.3%3.4%0.8%,2019-10-05,PepperMonster,2019-02-22,2,I just don’t understand what is so great about it and i kept wondering where they find a group of such unattactive actors,66%31%3%,0,"['音乐', '电影', '儿子', '丝绒', '人物', '传记', '传记片', '歌声', '巅峰', '人生', '经历', '故事', '电影节', '女主', '女人', '低谷', '幻觉', '光明节', '感觉', '影片']"
53,"1988年的妮可 Nico, 1988",7.5,565,15.2%48.2%32.3%3.4%0.8%,2019-10-05,seamouse,2017-09-01,4,关于Nico去世前最后巡演的传记片，被毒品困扰许久后，她突然想要变成优雅的老女人，不再激烈到处对抗着地巡演，而准备移居到伊比萨岛去种花。布拉格秘密演出那一场尤其漂亮。,66%31%3%,7,"['音乐', '电影', '儿子', '丝绒', '人物', '传记', '传记片', '歌声', '巅峰', '人生', '经历', '故事', '电影节', '女主', '女人', '低谷', '幻觉', '光明节', '感觉', '影片']"
54,"1988年的妮可 Nico, 1988",7.5,565,15.2%48.2%32.3%3.4%0.8%,2019-10-05,陆支羽,2018-06-21,4,4.0。1.她说，我到过巅峰，也遇过低谷，终究我的心空空如也。2.这并非最好的音乐传记，但每当Nico的魔音响起，总是如漩涡般将我吸附。3.仓惶逃离那一刻，路遇罗马尼亚光明节，惊鸿一瞥的死亡暗示。4.Nico与阿兰·德龙的私生子Ari，当年还留着额头上的黑痣，割腕那一幕令人心疼。5.威尼斯地平线最佳。,66%31%3%,9,"['音乐', '电影', '儿子', '丝绒', '人物', '传记', '传记片', '歌声', '巅峰', '人生', '经历', '故事', '电影节', '女主', '女人', '低谷', '幻觉', '光明节', '感觉', '影片']"
55,"1988年的妮可 Nico, 1988",7.5,565,15.2%48.2%32.3%3.4%0.8%,2019-10-05,胤祥,2017-08-31,4,#2017Venice# 蛮不错的音乐传记片。“寻找失败的声音”“关于如何变老”。导演看来是真懂音乐的，不光靠情怀。当然剧作完整性比不了[醉乡民谣]但是女主简直完美。这绝对是个主竞赛级别的片儿啊！！,66%31%3%,7,"['音乐', '电影', '儿子', '丝绒', '人物', '传记', '传记片', '歌声', '巅峰', '人生', '经历', '故事', '电影节', '女主', '女人', '低谷', '幻觉', '光明节', '感觉', '影片']"
